epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
19,0.7363216876983643,"""[0.7022901, 0.41279072, 0.7271581, 0.8040713, 0.5512195, 0.875]""",1.0316355228424072,0.7271634340286255,"""[0.6405693, 0.4210526, 0.7306122, 0.78589416, 0.6758621, 0.9029536]""",1.0670517683029175
20,0.7521423697471619,"""[0.7079499, 0.51928025, 0.742671, 0.8134946, 0.5793451, 0.8848114]""",1.0249519348144531,0.7319711446762085,"""[0.67375886, 0.5263158, 0.7459208, 0.78801847, 0.48780486, 0.8723404]""",1.0789021253585815
21,0.7758734226226807,"""[0.74005085, 0.4722222, 0.76766396, 0.85060394, 0.58885944, 0.8926441]""",0.9754205942153931,0.760817289352417,"""[0.75, 0.5675675, 0.7383178, 0.80662984, 0.67123294, 0.9126984]""",1.0156089067459106
22,0.7930124998092651,"""[0.75106204, 0.5831202, 0.7994842, 0.8468469, 0.5969388, 0.9072782]""",0.9584038257598877,0.7680288553237915,"""[0.72368425, 0.5826771, 0.77448744, 0.8254717, 0.61224496, 0.9147982]""",1.0302340984344482
23,0.793342113494873,"""[0.7484978, 0.62222224, 0.79895216, 0.844586, 0.6025975, 0.89763784]""",0.9668673872947693,0.7620192170143127,"""[0.6875, 0.52542377, 0.77333325, 0.8158508, 0.6967742, 0.90178573]""",1.0458155870437622
24,0.8042188286781311,"""[0.78209466, 0.57994574, 0.8062827, 0.84726584, 0.59504133, 0.9138431]""",0.9436067938804626,0.7668269276618958,"""[0.768254, 0.54285717, 0.7579462, 0.80871665, 0.59574467, 0.93495935]""",1.031523585319519
25,0.8187211751937866,"""[0.80202186, 0.6312997, 0.8129032, 0.86675125, 0.64, 0.9092722]""",0.9087786078453064,0.7848557829856873,"""[0.775641, 0.6944445, 0.7753086, 0.83255816, 0.6296297, 0.90047395]""",1.0269672870635986
26,0.8226763606071472,"""[0.80132455, 0.6896552, 0.8229855, 0.8589909, 0.64547676, 0.913215]""",0.9120245575904846,0.7668269276618958,"""[0.7214285, 0.44247788, 0.77842003, 0.8303798, 0.6875, 0.89082974]""",1.0799646377563477
27,0.836189866065979,"""[0.8171334, 0.6294417, 0.8337662, 0.8772846, 0.7017544, 0.93629926]""",0.8563706278800964,0.78125,"""[0.75342464, 0.62608695, 0.7681818, 0.8284519, 0.58928573, 0.9162995]""",1.1100594997406006
28,0.8441001772880554,"""[0.8409659, 0.65536726, 0.85092765, 0.871134, 0.66334164, 0.93480444]""",0.8939813375473022,0.7776442170143127,"""[0.77272725, 0.6424242, 0.7643979, 0.79356575, 0.675862, 0.9311741]""",1.0570499897003174
29,0.8655240535736084,"""[0.86743045, 0.6791444, 0.873502, 0.8984424, 0.68062824, 0.9399797]""",0.8456275463104248,0.8040865659713745,"""[0.7972973, 0.70909095, 0.8144578, 0.8484848, 0.5522388, 0.89068824]""",1.0852710008621216
30,0.8773896098136902,"""[0.88283825, 0.71999997, 0.89384013, 0.8935897, 0.7240506, 0.94000006]""",0.7949113845825195,0.7944711446762085,"""[0.7636364, 0.47272727, 0.8202765, 0.8341232, 0.6885246, 0.91869926]""",1.0230233669281006
31,0.8655240535736084,"""[0.85996705, 0.7226463, 0.8802632, 0.88691235, 0.69473684, 0.93819654]""",0.8634984493255615,0.796875,"""[0.7567568, 0.62184876, 0.80269057, 0.85836905, 0.65185183, 0.87866104]""",1.024560570716858
32,0.8773896098136902,"""[0.87162155, 0.70777476, 0.8947369, 0.9008783, 0.7506562, 0.9325153]""",0.8189389109611511,0.796875,"""[0.7906977, 0.7536231, 0.80097085, 0.798077, 0.671875, 0.89380527]""",0.9929991364479065
33,0.891562283039093,"""[0.88324875, 0.77562326, 0.9055877, 0.913486, 0.76500005, 0.93775105]""",0.7991364598274231,0.832932710647583,"""[0.80398667, 0.79432625, 0.83886254, 0.85714287, 0.7222222, 0.89928055]""",0.9339412450790405
